	X:TIME(s)	Y:Acc1_Relative-RevJoint1(rad/s^2)	Y:Acc1_Relative-RevJoint2(rad/s^2)	Y:Acc1_Relative-RevJoint3(rad/s^2)	Y:Acc1_Relative-RevJoint4(rad/s^2)	Y:Acc1_Relative-RevJoint5(rad/s^2)	Y:Acc1_Relative-RevJoint6(rad/s^2)	Y:Driving_Torque-RevJoint1(N*m)	Y:Driving_Torque-RevJoint2(N*m)	Y:Driving_Torque-RevJoint3(N*m)	Y:Driving_Torque-RevJoint4(N*m)	Y:Driving_Torque-RevJoint5(N*m)	Y:Driving_Torque-RevJoint6(N*m)
  3.11300000000e-001  1.00000000000e+000  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  9.99999999986e-001  1.11329080487e+000  6.04295770854e-001  5.09717700403e-001  1.83072171614e-001  1.45674810836e-001  4.83915850431e-003
  3.12900000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.11205025716e+000  6.03170422700e-001  5.08940804926e-001  1.82432344963e-001  1.45439921706e-001  4.71606613318e-003
  3.14500000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.11080113250e+000  6.02037414990e-001  5.08158297879e-001  1.81788383573e-001  1.45203060478e-001  4.59237175123e-003
  3.16100000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.10954340169e+000  6.00896722839e-001  5.07370158148e-001  1.81140277893e-001  1.44964217141e-001  4.46807700580e-003
  3.17700000000e-001  1.00000000000e+000  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.10827703552e+000  5.99748321346e-001  5.06576364615e-001  1.80488018416e-001  1.44723381678e-001  4.34318358290e-003
  3.19400000000e-001  1.00000000000e+000  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.10692202698e+000  5.98519669746e-001  5.05726740480e-001  1.79790430820e-001  1.44465300020e-001  4.20983027899e-003
  3.21000000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.10563775804e+000  5.97355289049e-001  5.04921219293e-001  1.79129574333e-001  1.44220324174e-001  4.08370757763e-003
  3.22600000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.10434476419e+000  5.96183122691e-001  5.04109979643e-001  1.78464535254e-001  1.43973325537e-001  3.95699160901e-003
  3.24200000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.10304301616e+000  5.95003145734e-001  5.03293000424e-001  1.77795304287e-001  1.43724294102e-001  3.82968422172e-003
  3.25800000000e-001  1.00000000000e+000  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  9.99999999997e-001  1.10173248468e+000  5.93815333240e-001  5.02470260539e-001  1.77121872194e-001  1.43473219862e-001  3.70178730545e-003
  3.27400000000e-001  1.00000000000e+000  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  1.10041314050e+000  5.92619660266e-001  5.01641738898e-001  1.76444229789e-001  1.43220092818e-001  3.57330279141e-003
  3.29000000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.09908495434e+000  5.91416101872e-001  5.00807414425e-001  1.75762367952e-001  1.42964902975e-001  3.44423265295e-003
  3.30600000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.09774789693e+000  5.90204633120e-001  4.99967266057e-001  1.75076277620e-001  1.42707640346e-001  3.31457890587e-003
  3.32300000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.09631752046e+000  5.88908752276e-001  4.99068203613e-001  1.74342663400e-001  1.42432016482e-001  3.17618464130e-003
  3.33900000000e-001  1.00000000000e+000  9.99999999977e-001  9.99999999977e-001  9.99999999977e-001  9.99999999977e-001  9.99999999977e-001  1.09496207370e+000  5.87680889669e-001  4.98215977006e-001  1.73647823444e-001  1.42170447222e-001  3.04533375180e-003
  3.35500000000e-001  1.00000000000e+000  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  1.09359766612e+000  5.86445040367e-001  4.97357862102e-001  1.72948727635e-001  1.41906774641e-001  2.91390569617e-003
  3.37100000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.09222426848e+000  5.85201179463e-001  4.96493837911e-001  1.72245367176e-001  1.41640988789e-001  2.78190266734e-003
  3.38700000000e-001  1.00000000000e+000  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  1.09084185156e+000  5.83949282063e-001  4.95623883468e-001  1.71537733339e-001  1.41373079727e-001  2.64932690328e-003
  3.40300000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.08945038616e+000  5.82689323289e-001  4.94747977833e-001  1.70825817468e-001  1.41103037531e-001  2.51618068705e-003
  3.41900000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.08804984310e+000  5.81421278283e-001  4.93866100094e-001  1.70109610979e-001  1.40830852289e-001  2.38246634761e-003
  3.43500000000e-001  1.00000000000e+000  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.08664019324e+000  5.80145122203e-001  4.92978229368e-001  1.69389105365e-001  1.40556514105e-001  2.24818625987e-003
  3.45200000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.08513242931e+000  5.78780291279e-001  4.92028276866e-001  1.68618848156e-001  1.40262659749e-001  2.10489648406e-003
  3.46800000000e-001  9.99999999998e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  1.08370390468e+000  5.77487327756e-001  4.91127979791e-001  1.67889449057e-001  1.39983849937e-001  1.96945724144e-003
  3.48400000000e-001  9.99999999998e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.08226618412e+000  5.76186177235e-001  4.90221625983e-001  1.67155725263e-001  1.39702856982e-001  1.83345981628e-003
  3.50000000000e-001  9.99999999998e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.08081923858e+000  5.74876814979e-001  4.89309194699e-001  1.66417668589e-001  1.39419671057e-001  1.69690677593e-003
  3.51600000000e-001  9.99999999998e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.07936303908e+000  5.73559216283e-001  4.88390665240e-001  1.65675270936e-001  1.39134282359e-001  1.55980073635e-003
  3.53200000000e-001  9.99999999998e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.07789755665e+000  5.72233356477e-001  4.87466016946e-001  1.64928524290e-001  1.38846681107e-001  1.42214436248e-003
  3.54800000000e-001  9.99999999998e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.07642276236e+000  5.70899210927e-001  4.86535229205e-001  1.64177420725e-001  1.38556857540e-001  1.28394036867e-003
  3.56500000000e-001  9.99999999998e-001  1.00000999201e+000  1.00000999201e+000  1.00000999201e+000  1.00000999201e+000  1.00000999201e+000  1.07484619451e+000  5.69473097905e-001  4.85539885697e-001  1.63374834130e-001  1.38246596941e-001  1.13653569703e-003
  3.58100000000e-001  9.99999999998e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.07335146698e+000  5.68121262523e-001  4.84596001960e-001  1.62614476184e-001  1.37952036305e-001  9.97177015926e-004
  3.59700000000e-001  9.99999999998e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.07184797572e+000  5.66761589053e-001  4.83646284429e-001  1.61849981210e-001  1.37655346446e-001  8.57313348012e-004
  3.61300000000e-001  9.99999999998e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  1.07033505560e+000  5.65393530183e-001  4.82690344210e-001  1.61081098066e-001  1.37356394882e-001  7.16913605608e-004
  3.62900000000e-001  9.99999999999e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.06881267795e+000  5.64017061495e-001  4.81728160948e-001  1.60307819302e-001  1.37055171985e-001  5.75980760570e-004
  3.64500000000e-001  9.99999999999e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.06728081417e+000  5.62632158628e-001  4.80759714346e-001  1.59530137568e-001  1.36751668157e-001  4.34517837141e-004
  3.66100000000e-001  9.99999999999e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.06573943571e+000  5.61238797267e-001  4.79784984169e-001  1.58748045615e-001  1.36445873833e-001  2.92527912213e-004
  3.67700000000e-001  9.99999999999e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.06418851408e+000  5.59836953159e-001  4.78803950242e-001  1.57961536299e-001  1.36137779478e-001  1.50014115946e-004
  3.69400000000e-001  9.99999999999e-001  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.06253045369e+000  5.58338404597e-001  4.77754835692e-001  1.57121130403e-001  1.35807953022e-001 -1.96222215009e-006
  3.71000000000e-001  9.99999999999e-001  9.99988342652e-001  9.99988342652e-001  9.99988342652e-001  9.99988342652e-001  9.99988342652e-001  1.06095873721e+000  5.56918145852e-001  4.76760144141e-001  1.56325095802e-001  1.35494887050e-001 -1.45600785507e-004
  3.72600000000e-001  9.99999999999e-001  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.05937978777e+000  5.55491306263e-001  4.75760477149e-001  1.55525542640e-001  1.35179955933e-001 -2.89625788723e-004
  3.74200000000e-001  9.99999999999e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.05778917123e+000  5.54054229789e-001  4.74753260373e-001  1.54720773020e-001  1.34862297575e-001 -4.34268229805e-004
  3.75800000000e-001  9.99999999999e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  1.05618950274e+000  5.52609071739e-001  4.73740006554e-001  1.53911795059e-001  1.34542414236e-001 -5.79384133736e-004
  3.77400000000e-001  9.99999999999e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.05458011993e+000  5.51155285225e-001  4.72720328151e-001  1.53098358757e-001  1.34220173816e-001 -7.25003766372e-004
  3.79000000000e-001  9.99999999999e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  1.05296099487e+000  5.49692846457e-001  4.71694205498e-001  1.52280457760e-001  1.33895567040e-001 -8.71123608346e-004
  3.80600000000e-001  9.99999999999e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.05133209969e+000  5.48221731719e-001  4.70661619010e-001  1.51458085833e-001  1.33568584676e-001 -1.01774008348e-003
  3.82300000000e-001  9.99999999999e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.04959066235e+000  5.46649139586e-001  4.69557391611e-001  1.50579410016e-001  1.33218552697e-001 -1.17406018513e-003
  3.83900000000e-001  9.99999999999e-001  9.99999444871e-001  9.99999444871e-001  9.99999444871e-001  9.99999444871e-001  9.99999444871e-001  1.04794149356e+000  5.45160027039e-001  4.68511391565e-001  1.49747784106e-001  1.32886634890e-001 -1.32169128779e-003
  3.85500000000e-001  9.99999999999e-001  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.04628282133e+000  5.43662457022e-001  4.67459072248e-001  1.48911804199e-001  1.32552381688e-001 -1.46978910186e-003
  3.87100000000e-001  9.99999999999e-001  9.99988342644e-001  9.99988342644e-001  9.99988342644e-001  9.99988342644e-001  9.99988342644e-001  1.04461293171e+000  5.42155011136e-001  4.66399435295e-001  1.48070815351e-001  1.32215456723e-001 -1.61843909786e-003
  3.88700000000e-001  9.99999999999e-001  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.04293552091e+000  5.40640746792e-001  4.65334623576e-001  1.47226245630e-001  1.31876573802e-001 -1.76744033423e-003
  3.90300000000e-001  9.99999999999e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  9.99999999994e-001  1.04124617138e+000  5.39116007862e-001  4.64262068755e-001  1.46376398964e-001  1.31534871624e-001 -1.91702118101e-003
  3.91900000000e-001  9.99999999999e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.03954748980e+000  5.37582951016e-001  4.63183281354e-001  1.45522284378e-001  1.31190852689e-001 -2.06703830915e-003
  3.93500000000e-001  9.99999999999e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.03783881707e+000  5.36041030102e-001  4.62097875486e-001  1.44663653242e-001  1.30844385414e-001 -2.21752109875e-003
  3.95200000000e-001  9.99999999999e-001  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.00001165734e+000  1.03601311113e+000  5.34393611511e-001  4.60937786775e-001  1.43746687184e-001  1.30473714609e-001 -2.37787582779e-003
  3.96800000000e-001  9.99999999999e-001  9.99990007970e-001  9.99990007970e-001  9.99990007970e-001  9.99990007970e-001  9.99990007970e-001  1.03428237968e+000  5.32832202662e-001  4.59837876753e-001  1.42878197513e-001  1.30121904055e-001 -2.52937812005e-003
  3.98400000000e-001  9.99999999999e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.03254357297e+000  5.31263516701e-001  4.58732452385e-001  1.42005947025e-001  1.29768006974e-001 -2.68122786674e-003
  4.00000000000e-001  9.99999999999e-001  9.99999444865e-001  9.99999444865e-001  9.99999444865e-001  9.99999444865e-001  9.99999444865e-001  1.03079400065e+000  5.29685322019e-001  4.57619947092e-001  1.41128903449e-001  1.29411496653e-001 -2.83356130062e-003
  4.01600000000e-001  9.99999999999e-001  1.00000444087e+000  1.00000444087e+000  1.00000444087e+000  1.00000444087e+000  1.00000444087e+000  1.02903465225e+000  5.28098439083e-001  4.56500933172e-001  1.40247454435e-001  1.29052562208e-001 -2.98632049397e-003
  4.03200000000e-001  9.99999999999e-001  9.99988342638e-001  9.99988342638e-001  9.99988342638e-001  9.99988342638e-001  9.99988342638e-001  1.02726382147e+000  5.26501450303e-001  4.55374415435e-001  1.39360946730e-001  1.28690867985e-001 -3.13958947215e-003
  4.04800000000e-001  9.99999999999e-001  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.00000999199e+000  1.02548519139e+000  5.24897414609e-001  4.54242533142e-001  1.38470809216e-001  1.28327127980e-001 -3.29316850382e-003
  4.06500000000e-001  9.99999999999e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  1.02358213583e+000  5.23181487141e-001  4.53031284405e-001  1.37519245637e-001  1.27937490413e-001 -3.45692745816e-003
  4.08100000000e-001  9.99999999999e-001  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.00000055510e+000  1.02178110095e+000  5.21557666171e-001  4.51884653708e-001  1.36619199399e-001  1.27568289764e-001 -3.61145973173e-003
  4.09700000000e-001  9.99999999999e-001  9.99995559101e-001  9.99995559101e-001  9.99995559101e-001  9.99995559101e-001  9.99995559101e-001  1.01996945892e+000  5.19924463670e-001  4.50731016736e-001  1.35714457125e-001  1.27196486301e-001 -3.76643146139e-003
  4.11300000000e-001  9.99999999999e-001  1.00001165733e+000  1.00001165733e+000  1.00001165733e+000  1.00001165733e+000  1.00001165733e+000  1.01814886075e+000  5.18283253197e-001  4.49571331838e-001  1.34805664076e-001  1.26822398900e-001 -3.92174986717e-003
  4.12900000000e-001  9.99999999999e-001  9.99990007970e-001  9.99990007970e-001  9.99990007970e-001  9.99990007970e-001  9.99990007970e-001  1.01631557945e+000  5.16630931887e-001  4.48403426792e-001  1.33891384227e-001  1.26445297240e-001 -4.07760440088e-003
  4.14500000000e-001  9.99999999999e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.01447395403e+000  5.14971111860e-001  4.47229825117e-001  1.32973303827e-001  1.26066024930e-001 -4.23376117180e-003
  4.16100000000e-001  9.99999999999e-001  9.99999444865e-001  9.99999444865e-001  9.99999444865e-001  9.99999444865e-001  9.99999444865e-001  1.01262130637e+000  5.13301562573e-001  4.46048965018e-001  1.32050392705e-001  1.25684056218e-001 -4.39035440133e-003
  4.17700000000e-001  9.99999999999e-001  1.00000444087e+000  1.00000444087e+000  1.00000444087e+000  1.00000444087e+000  1.00000444087e+000  1.01075862332e+000  5.11623105839e-001  4.44861418732e-001  1.31123039929e-001  1.25299580775e-001 -4.54732602441e-003
  4.19400000000e-001  9.99999999999e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  1.00876750486e+000  5.09829133085e-001  4.43591726670e-001  1.30132472503e-001  1.24888125978e-001 -4.71456934564e-003
  4.21000000000e-001  1.00000000000e+000  9.99999999977e-001  9.99999999977e-001  9.99999999977e-001  9.99999999977e-001  9.99999999977e-001  1.00688301302e+000  5.08131377301e-001  4.42389735399e-001  1.29195550251e-001  1.24498254007e-001 -4.87235932688e-003
  4.22600000000e-001  1.00000000000e+000  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  1.00498806189e+000  5.06424359424e-001  4.41180803707e-001  1.28254043589e-001  1.24105783493e-001 -5.03053014328e-003
  4.24200000000e-001  1.00000000000e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00308266204e+000  5.04708087943e-001  4.39964935489e-001  1.27307963900e-001  1.23710713668e-001 -5.18907467310e-003
  4.25800000000e-001  1.00000000000e+000  9.99995559090e-001  9.99995559090e-001  9.99995559090e-001  9.99995559090e-001  9.99995559090e-001  1.00116640676e+000  5.02982222688e-001  4.38741891374e-001  1.26357160641e-001  1.23312962133e-001 -5.34800752184e-003
  4.27400000000e-001  1.00000000000e+000  1.00001165735e+000  1.00001165735e+000  1.00001165735e+000  1.00001165735e+000  1.00001165735e+000  9.99240941492e-001  5.01248138664e-001  4.37512628803e-001  1.25402280454e-001  1.22912848299e-001 -5.50723612201e-003
  4.29000000000e-001  1.00000000000e+000  9.99990007975e-001  9.99990007975e-001  9.99990007975e-001  9.99990007975e-001  9.99990007975e-001  9.97302557115e-001  4.99502734571e-001  4.36274982289e-001  1.24441889930e-001  1.22509643126e-001 -5.66694724681e-003
  4.30600000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.95355575312e-001  4.97749623953e-001  4.35031470660e-001  1.23477676127e-001  1.22104190409e-001 -5.82690866222e-003
  4.32300000000e-001  1.00000000000e+000  1.00000000001e+000  1.00000000001e+000  1.00000000001e+000  1.00000000001e+000  1.00000000001e+000  9.93274625506e-001  4.95876106406e-001  4.33702141668e-001  1.22447906535e-001  1.21670370841e-001 -5.99728344843e-003
  4.33900000000e-001  1.00000000000e+000  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.91305126543e-001  4.94103098356e-001  4.32443735650e-001  1.21473972601e-001  1.21259337120e-001 -6.15798886401e-003
  4.35500000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.89324978325e-001  4.92320666938e-001  4.31178261615e-001  1.20495442448e-001  1.20845646143e-001 -6.31903034341e-003
  4.37100000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.87334158186e-001  4.90528792920e-001  4.29905704497e-001  1.19512315485e-001  1.20429291025e-001 -6.48040200940e-003
  4.38700000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.85332643676e-001  4.88727457261e-001  4.28626049411e-001  1.18524591332e-001  1.20010264974e-001 -6.64209791135e-003
  4.40300000000e-001  1.00000000000e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  9.83320447187e-001  4.86916670158e-001  4.27339301887e-001  1.17532283307e-001  1.19588568098e-001 -6.80411022771e-003
  4.41900000000e-001  1.00000000000e+000  9.99995559104e-001  9.99995559104e-001  9.99995559104e-001  9.99995559104e-001  9.99995559104e-001  9.81297165838e-001  4.85096093237e-001  4.26045224848e-001  1.16535242942e-001  1.19164118957e-001 -6.96645262378e-003
  4.43500000000e-001  1.00000000000e+000  1.00001165732e+000  1.00001165732e+000  1.00001165732e+000  1.00001165732e+000  1.00001165732e+000  9.79264439259e-001  4.83267103067e-001  4.24744774937e-001  1.15534118423e-001  1.18737237600e-001 -7.12903275125e-003
  4.45200000000e-001  1.00000000000e+000  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.77091059907e-001  4.81311846182e-001  4.23354158116e-001  1.14464687669e-001  1.18280368276e-001 -7.30219534567e-003
  4.46800000000e-001  1.00000000000e+000  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.75035068442e-001  4.79462325458e-001  4.22038347755e-001  1.13453691808e-001  1.17847719883e-001 -7.46543871542e-003
  4.48400000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.72968251197e-001  4.77603231690e-001  4.20715353148e-001  1.12438100889e-001  1.17412361465e-001 -7.62896866259e-003
  4.50000000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.70890587313e-001  4.75734547209e-001  4.19385160748e-001  1.11417916025e-001  1.16974286930e-001 -7.79277871025e-003
  4.51600000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.68802056167e-001  4.73856254547e-001  4.18047757209e-001  1.10393138547e-001  1.16533490295e-001 -7.95686230566e-003
  4.53200000000e-001  1.00000000000e+000  9.99999999979e-001  9.99999999979e-001  9.99999999979e-001  9.99999999979e-001  9.99999999979e-001  9.66702637384e-001  4.71968336453e-001  4.16703129387e-001  1.09363770015e-001  1.16089965683e-001 -8.12121281951e-003
  4.54800000000e-001  1.00000000000e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  1.00000055509e+000  9.64592345315e-001  4.70070804943e-001  4.15351284534e-001  1.08329825702e-001  1.15643714123e-001 -8.28582176621e-003
  4.56500000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.62338114977e-001  4.68044033685e-001  4.13906963676e-001  1.07226205823e-001  1.15166556119e-001 -8.46099996938e-003
  4.58100000000e-001  1.00000000000e+000  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.60205228674e-001  4.66126532640e-001  4.12540131930e-001  1.06182789266e-001  1.14714641667e-001 -8.62612587432e-003
  4.59700000000e-001  1.00000000000e+000  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.99999999980e-001  9.58061374547e-001  4.64199338309e-001  4.11166024677e-001  1.05134790339e-001  1.14259976498e-001 -8.79149097293e-003
  4.61300000000e-001  1.00000000000e+000  9.99999999979e-001  9.99999999979e-001  9.99999999979e-001  9.99999999979e-001  9.99999999979e-001  9.55906533517e-001  4.62262434557e-001  4.09784629856e-001  1.04082211773e-001  1.13802555304e-001 -8.95708824358e-003
  4.62900000000e-001  1.00000000000e+000  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.53740686771e-001  4.60315805482e-001  4.08395935628e-001  1.03025056538e-001  1.13342372892e-001 -9.12291058600e-003
  4.64500000000e-001  1.00000000000e+000  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.51563815768e-001  4.58359435415e-001  4.06999930380e-001  1.01963327847e-001  1.12879424188e-001 -9.28895082113e-003
  4.66100000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.49375902243e-001  4.56393308928e-001  4.05596602729e-001  1.00897029155e-001  1.12413704242e-001 -9.45520169063e-003
  4.67700000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.47176928212e-001  4.54417410832e-001  4.04185941524e-001  9.98261641679e-002  1.11945208222e-001 -9.62165585653e-003
  4.69400000000e-001  1.00000000000e+000  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.99999999988e-001  9.44828379481e-001  4.52307295614e-001  4.02679066390e-001  9.86833712405e-002  1.11444384186e-001 -9.79872786188e-003
  4.71000000000e-001  1.00000000000e+000  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.99999999991e-001  9.42606537576e-001  4.50311196662e-001  4.01253245520e-001  9.76031010351e-002  1.10970147791e-001 -9.96557781007e-003
  4.72600000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.40373581869e-001  4.48305281128e-001  3.99820058421e-001  9.65182774396e-002  1.10493121308e-001 -1.01326080841e-002
  4.74200000000e-001  1.00000000000e+000  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.38129495551e-001  4.46289534840e-001  3.98379494914e-001  9.54289051873e-002  1.10013300418e-001 -1.02998110197e-002
  4.75800000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.35874262118e-001  4.44263943889e-001  3.96931545074e-001  9.43349892723e-002  1.09530680938e-001 -1.04671788712e-002
